Item_status,Item_ID,Category,Year_est,Warehouse_ID,Location_type,Warehouse_size,Warehouse_type,Item_engage_rate,Item_wt,Sales,Rating
Discounted,FDP60,Fitness,2020,AMD2,Suburban,Small,"Mega FC",0.056235142,3.06245300882592,687.391733064443,4.6000000000000005
Discounted,FDI14,"Books, Games & Toys",2020,AMD2,Suburban,Small,"Mega FC",0.090185027,0.6677146590395431,468.523495871991,4.6000000000000005
Discounted,FDJ07,"Large Appliances",2020,AMD2,Suburban,Large,"Mega FC",0.014505108000000001,26.266763146315,10861.6572785478,4.6000000000000005
Discounted,DRD12,"Smart Home",2020,AMD2,Suburban,Large,"Mega FC",0.07763019900000001,1.72455004424335,2666.9816641061498,4.6000000000000005
Discounted,DRN37,"Smart Home",2020,AMD2,Suburban,Large,"Mega FC",0.096842096,1.46935714118359,2309.45219503532,4.6000000000000005
Discounted,DRF37,"Smart Home",2020,AMD2,Suburban,Large,"Mega FC",0.08480965800000001,1.31029444932465,2704.9604646406897,4.6000000000000005
Non-Discounted,AMZ35,Watches,2015,SATA,Suburban,Large,"Mega FC",0.080072603,0.333286745291614,6348.172443017899,4.6000000000000005
Non-Discounted,FDP28,Apparel,2015,SATA,Suburban,Large,"Mega FC",0.080804019,0.753309117483401,481.780289001542,4.6000000000000005
Non-Discounted,FDJ27,"Large Appliances",2015,SATA,Suburban,Large,"Mega FC",0.122123201,19.6761901690063,18463.7397705723,4.6000000000000005
Non-Discounted,FDF10,Household,2015,SATA,Suburban,Large,"Mega FC",0.157246634,3.63468055166533,1055.25361607987,4.6000000000000005
Non-Discounted,DRC13,"Smart Home",2015,SATA,Suburban,Large,"Mega FC",0.016486511000000002,1.49038751704664,3264.23953086415,4.6000000000000005
Non-Discounted,FDG12,Fitness,2020,AMD2,Suburban,Large,"Mega FC",0.00636189,5.33106897030217,944.608459257931,4.6000000000000005
Non-Discounted,FDH50,"Books, Games & Toys",2020,AMD2,Suburban,Large,"Mega FC",0.16234858400000002,1.47829522514635,601.642877162774,4.6000000000000005
Non-Discounted,FDE20,Electronics,2020,AMD2,Suburban,Medium,"Mega FC",0.005561798000000001,0.9742793562707631,14246.0461987015,4.6000000000000005
Non-Discounted,FDU03,"Large Appliances",2020,AMD2,Suburban,Medium,"Mega FC",0.09209592400000001,24.8546832784288,11370.2585080105,4.6000000000000005
Discounted,FDW59,Watches,2017,BLR7,Suburban,Small,"Mega FC",0.020711996,0.125904246039303,2920.8599613684,4.6000000000000005
Discounted,FDN32,Electronics,2017,BLR7,Suburban,Small,"Mega FC",0.015557426000000001,1.34348541027851,9396.749698569409,4.6000000000000005
Discounted,NCK05,"Home Entertainment",2017,BLR7,Suburban,Small,"Mega FC",0.07743960600000001,3.08576674262087,2781.07177807483,4.6000000000000005
Discounted,NCJ18,"Beauty & Personal Care",2017,BLR7,Suburban,Small,"Mega FC",0.163910938,0.35768610021691905,1157.3134101844798,4.6000000000000005
Discounted,NCE30,"Beauty & Personal Care",2017,BLR7,Suburban,Small,"Mega FC",0.09911729,0.282838566591925,1750.65311842807,4.6000000000000005
Discounted,AMZ15,"Large Appliances",2017,BLR7,Suburban,Small,"Mega FC",0.156269303,30.4305162827023,19133.2032541001,4.6000000000000005
Discounted,FDT22,Household,2017,BLR7,Suburban,Small,"Mega FC",0.11207602,2.63915732423172,1303.66389962042,4.6000000000000005
Discounted,SDD10,Household,2017,BLR7,Suburban,Small,"Mega FC",0.010037996,2.40778745419219,1372.4968429364699,4.6000000000000005
Discounted,DRL49,"Smart Home",2017,BLR7,Suburban,Small,"Mega FC",0.056418354000000004,2.23999083312797,1366.90245812462,4.6000000000000005
Non-Discounted,FDF29,Apparel,2017,BLR7,Suburban,Small,"Mega FC",0.019930418000000002,0.6598777528563471,679.093000840948,4.6000000000000005
Non-Discounted,FDT56,Electronics,2017,BLR7,Suburban,Small,"Mega FC",0.11557055200000001,0.622192299650811,14800.7436266707,4.6000000000000005
Non-Discounted,FDN03,"Large Appliances",2017,BLR7,Suburban,Small,"Mega FC",0.015087112000000001,24.0929925573327,23557.319391895602,4.6000000000000005
Non-Discounted,FDW15,"Large Appliances",2017,BLR7,Suburban,Small,"Mega FC",0.055103174000000005,36.313349364958,17341.1591803002,4.6000000000000005
Non-Discounted,FDU51,"Large Appliances",2017,BLR7,Suburban,Small,"Mega FC",0.09649542600000001,29.5791367790625,20337.123700091102,4.6000000000000005
Discounted,FDQ14,Groceries,2013,DEL4,Urban,Medium,"Specialized Storage",0.103419257,1.19102401295863,189.84486345394998,4.6000000000000005
Discounted,DRC27,Groceries,2013,DEL4,Urban,Medium,"Specialized Storage",0.09725162100000001,1.89965437220567,78.8580497060389,4.6000000000000005
Discounted,DRE03,Groceries,2013,DEL4,Urban,Medium,"Specialized Storage",0.040550868000000004,1.18371790827815,167.580168899163,4.6000000000000005
Discounted,FDD16,Apparel,2013,DEL4,Urban,Medium,"Specialized Storage",0.060847634000000005,0.5065425585818131,962.991764043376,4.6000000000000005
Discounted,FDT03,"Large Appliances",2013,DEL4,Urban,Large,"Specialized Storage",0.016735879000000002,27.610064478163,21116.6325600384,4.6000000000000005
Discounted,FDG47,Luggage,2013,DEL4,Urban,Large,"Specialized Storage",0.116527666,0.947271514693078,436.93746161152797,4.6000000000000005
Discounted,FDG60,Fitness,2014,BLR5,Urban,Large,"Mega FC",0.060649213,3.86552375593527,953.078092294695,4.6000000000000005
Discounted,FDS37,"Books, Games & Toys",2014,BLR5,Urban,Large,"Mega FC",0.031918284000000005,1.01353737119902,385.203352241312,4.6000000000000005
Discounted,DRG03,Groceries,2014,BLR5,Urban,Large,"Mega FC",0.061934991,0.59957351870953,164.594076191283,4.6000000000000005
Discounted,FDB52,Groceries,2014,BLR5,Urban,Large,"Mega FC",0.030410273,1.33267436572985,173.808133163335,4.6000000000000005
Discounted,FDK40,Apparel,2014,BLR5,Urban,Large,"Mega FC",0.016486511000000002,0.697006433592227,725.518411168135,4.6000000000000005
Discounted,NCZ53,"Home Entertainment",2014,BLR5,Urban,Large,"Mega FC",0.024456797000000002,2.37222672181052,4781.5285451562795,4.6000000000000005
Discounted,NCP41,"Home Entertainment",2014,BLR5,Urban,Large,"Mega FC",0.016197216,2.16929639652789,3873.8298286474696,4.6000000000000005
Discounted,NCY42,"Beauty & Personal Care",2014,BLR5,Urban,Large,"Mega FC",0.015149955000000001,0.26765439587119,225.29372867255,4.6000000000000005
Discounted,NCO43,Others,2014,BLR5,Urban,Large,"Mega FC",0.047059016,1.00337662705745,330.786793617652,4.6000000000000005
Discounted,SDD46,Household,2014,BLR5,Urban,Large,"Mega FC",0.139301634,1.99680742384341,883.978286946103,4.6000000000000005
Discounted,FDW58,Household,2014,BLR5,Urban,Large,"Mega FC",0.007546808,1.75969350673721,1173.8961948828598,4.6000000000000005
Non-Discounted,AMZ36,Fitness,2014,BLR5,Urban,Large,"Mega FC",0.128176489,6.85182322512151,563.349540693374,4.6000000000000005
Non-Discounted,FDM01,"Pet Supplies",2014,BLR5,Urban,Large,"Mega FC",0.09448848500000001,2.66462732559473,881.524706777133,4.6000000000000005
Non-Discounted,AMZ38,Groceries,2014,BLR5,Urban,Large,"Mega FC",0.0481669,1.13372896788083,129.677928781411,4.6000000000000005
Non-Discounted,FDH53,Apparel,2014,BLR5,Urban,Large,"Mega FC",0.019183756,0.47999812896007504,625.671121369772,4.6000000000000005
Non-Discounted,FDZ51,"Large Appliances",2014,BLR5,Urban,Large,"Mega FC",0.05450742200000001,54.314549477484604,27924.653648398402,4.6000000000000005
Non-Discounted,FDV57,Household,2014,BLR5,Urban,Large,"Mega FC",0.065841719,2.78045689495506,807.41383896608,4.6000000000000005
Discounted,FDV59,Watches,2022,DEL5,Urban,Medium,"Regional FC",0.016486511000000002,0.138918430724142,6480.235359909049,4.6000000000000005
Discounted,FDT02,Groceries,2022,DEL5,Urban,Medium,"Regional FC",0.024293290000000002,0.750845334319576,35.6406976635789,4.6000000000000005
Discounted,DRD60,"Smart Home",2022,DEL5,Urban,Medium,"Regional FC",0.037383778,1.58509091955815,3276.02099439595,4.6000000000000005
Discounted,FDV35,Watches,2022,DEL5,Urban,Medium,"Regional FC",0.128728258,0.211642150734517,3371.7497441280398,4.6000000000000005
Discounted,FDK14,"Books, Games & Toys",2022,DEL5,Urban,Medium,"Regional FC",0.041273236000000005,1.03256451027699,429.206873098653,4.6000000000000005
Discounted,DRC27,Groceries,2022,DEL5,Urban,Medium,"Regional FC",0.058339153000000005,1.06934888074086,180.381467289206,4.6000000000000005
Discounted,NCL53,"Home Entertainment",2022,DEL5,Urban,Medium,"Regional FC",0.036382524,2.52425875576788,2928.5369041639497,4.6000000000000005
Non-Discounted,FDK26,"Books, Games & Toys",2022,DEL5,Urban,Medium,"Regional FC",0.032308482,1.67200704627496,354.528150473904,4.6000000000000005
Discounted,FDD57,Electronics,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.022291121,1.17897143154967,15146.674880562501,4.6000000000000005
Discounted,FDM03,"Large Appliances",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.016486511000000002,33.0132058825723,16302.946166745201,4.6000000000000005
Discounted,AMZ15,"Large Appliances",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.155541973,34.985654460514404,17898.6483954391,4.6000000000000005
Discounted,FDA10,Household,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.141129263,3.40970329442618,1196.1405336425598,4.6000000000000005
Non-Discounted,FDE56,Electronics,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.15842451600000002,1.11270019873806,9414.49606465747,4.6000000000000005
Non-Discounted,FDS31,Electronics,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.043978369,1.65705814322526,9825.62875114387,4.6000000000000005
Non-Discounted,FDW39,"Large Appliances",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.036731658,27.426104565027202,21065.7800943941,4.6000000000000005
Non-Discounted,FDY39,"Large Appliances",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.016486511000000002,43.162920867564104,21863.5865753694,4.6000000000000005
Discounted,NCQ53,"Home Entertainment",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.018813776,1.7367087404352899,1879.46523182879,4.6000000000000005
Non-Discounted,FDG35,Luggage,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.007006883,2.17940082565595,654.968010552676,4.6000000000000005
Discounted,NCP18,"Beauty & Personal Care",2020,AMD2,Suburban,Small,"Mega FC",0.028760013,0.36245129516919405,1755.4910703358798,4.5
Discounted,FDY58,Household,2022,DEL5,Urban,Medium,"Regional FC",0.040081193,1.84422122349434,843.3839825311929,4.5
Discounted,BAS06,"Home Entertainment",2017,BLR7,Suburban,Small,"Mega FC",0.08231650600000001,2.69189961709545,5714.429191207179,4.5
Non-Discounted,FDB36,Fitness,2022,DEL5,Urban,Medium,"Regional FC",0.016486511000000002,3.08240061220563,854.2548102126,4.5
Discounted,SDD47,Watches,2013,DEL4,Urban,Small,"Specialized Storage",0.016486511000000002,0.327929885798247,3285.1744846012098,4.5
Non-Discounted,FDE10,Household,2013,DEL4,Urban,Small,"Specialized Storage",0.150554711,2.78581363092346,1303.5248137912,4.5
Discounted,DRK01,"Smart Home",2017,BLR7,Suburban,Small,"Mega FC",0.061052760000000005,2.088001844055,1601.76323393844,4.5
Discounted,FDL22,Household,2016,SGAA,Rural,Small,"Mega FC",0.036390174000000004,2.01749836785614,835.540509864305,4.5
Discounted,NCD06,"Beauty & Personal Care",2022,DEL5,Urban,Medium,"Regional FC",0.099729888,0.387615011696094,1716.8325869118598,4.5
Discounted,NCT54,"Beauty & Personal Care",2019,SIDA,Rural,Medium,"Mega FC",0.119721451,0.31038911466942304,2398.4834262977197,4.5
Discounted,FDV59,Watches,2015,SATA,Suburban,Small,"Mega FC",0.048124443,0.24909121139981202,2416.79651890475,4.5
Non-Discounted,FDY49,"Books, Games & Toys",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.011953902,1.17875461409208,568.42084784133,4.5
Discounted,NCS54,"Beauty & Personal Care",2014,BLR5,Urban,Large,"Mega FC",0.009984847,0.239151671554918,1095.5393550474598,4.5
Discounted,NCJ54,"Beauty & Personal Care",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.059776237,0.468747142919663,1679.4637964588799,4.5
Discounted,SDD60,Fitness,2020,AMD2,Suburban,Medium,"Mega FC",0.13115279900000001,4.31319306946632,1154.94786166409,4.5
Non-Discounted,FDJ20,Electronics,2019,SIDA,Rural,Medium,"Mega FC",0.100330684,0.9876014235735361,13829.6185066297,4.5
Discounted,DRM11,Kitchenware,2014,BLR5,Urban,Large,"Mega FC",0.06601459600000001,2.43101517648596,353.86890178368,4.5
Discounted,FDK44,Electronics,2015,SATA,Suburban,Medium,"Mega FC",0.122475364,0.797903298652553,14611.9377289848,4.5
Discounted,FDP10,Household,2017,BLR7,Suburban,Small,"Mega FC",0.128065918,2.7128501239291,1203.13478882846,4.5
Non-Discounted,FDG14,"Books, Games & Toys",2020,AMD2,Suburban,Medium,"Mega FC",0.050786366000000006,1.04770604045733,376.603763937254,4.5
Discounted,FDA10,Household,2019,SIDA,Rural,Medium,"Mega FC",0.016486511000000002,2.49362241798167,1250.14597268461,4.5
Discounted,FDO34,Household,2020,AMD2,Suburban,Medium,"Mega FC",0.030108283000000003,2.30199564627693,1021.65908045265,4.5
Discounted,FDN15,"Large Appliances",2013,DEL4,Urban,Medium,"Specialized Storage",0.028009382000000003,40.6820737369242,17354.797893899402,4.5
Discounted,NCN41,"Home Entertainment",2014,BLR5,Urban,Large,"Mega FC",0.052165855000000004,2.49691079760952,5809.87196263956,4.5
Discounted,DRE27,Groceries,2016,SGAA,Rural,Small,"Mega FC",0.13267058,2.03097046494643,84.5373503876042,4.5
Discounted,FDU40,Apparel,2013,DEL4,Urban,Medium,"Specialized Storage",0.06260658300000001,0.556233379772442,1070.00208274057,4.5
Discounted,NCS54,"Beauty & Personal Care",2019,SIDA,Rural,Medium,"Mega FC",0.010008699000000001,0.307901677991815,1384.199414605,4.5
Discounted,NCL55,Others,2020,AMD2,Suburban,Medium,"Mega FC",0.06502643400000001,1.08139209644525,566.8121148551099,4.5
Non-Discounted,FDJ55,"Large Appliances",2020,AMD2,Suburban,Medium,"Mega FC",0.023664054,25.318152309621702,19108.1127899678,4.5
Discounted,NCN43,Others,2013,DEL4,Urban,Medium,"Specialized Storage",0.011314423,2.84172965114386,568.545203677147,4.5
Discounted,FDZ60,Fitness,2019,SIDA,Rural,Medium,"Mega FC",0.119547387,4.35296060144189,546.3524579285989,4.5
Discounted,FDS23,Watches,2019,SIDA,Rural,Medium,"Mega FC",0.141108156,0.18776396216892902,2736.38356072549,4.5
Discounted,FDK38,"Books, Games & Toys",2019,SIDA,Rural,Medium,"Mega FC",0.053372768,0.87216796896681,167.433335834055,4.5
Discounted,SDD02,Groceries,2019,SIDA,Rural,Medium,"Mega FC",0.022099982,1.05563286826643,159.405356703253,4.5
Discounted,FDF17,Apparel,2019,SIDA,Rural,Medium,"Mega FC",0.042687151,0.38653456651350504,670.896267817371,4.5
Discounted,SDD43,Electronics,2019,SIDA,Rural,Medium,"Mega FC",0.16174058200000002,1.18444332980349,10768.670380560001,4.5
Discounted,DRL11,Kitchenware,2019,SIDA,Rural,Medium,"Mega FC",0.048092816000000004,2.09140340876636,418.73080718591,4.5
Discounted,NCS41,"Home Entertainment",2019,SIDA,Rural,Medium,"Mega FC",0.053527105000000005,3.33756417756666,7126.43497205049,4.5
Discounted,NCP05,"Home Entertainment",2019,SIDA,Rural,Medium,"Mega FC",0.025325897,0.8841944873825941,1678.6483493449398,4.5
Discounted,NCY18,"Beauty & Personal Care",2019,SIDA,Rural,Medium,"Mega FC",0.031201465,0.290055683608584,1395.3982617413199,4.5
Discounted,NCP42,"Beauty & Personal Care",2019,SIDA,Rural,Medium,"Mega FC",0.016135764,0.272021164227469,1360.86912543364,4.5
Discounted,NCP18,"Beauty & Personal Care",2019,SIDA,Rural,Medium,"Mega FC",0.028642712,0.260886840904904,1640.2880861981798,4.5
Discounted,BAS18,"Beauty & Personal Care",2019,SIDA,Rural,Medium,"Mega FC",0.041355366000000005,0.405488836228213,1753.4571250669599,4.5
Discounted,NCN14,Others,2019,SIDA,Rural,Medium,"Mega FC",0.09206069400000001,0.9534879497677281,559.401883369658,4.5
Discounted,FDJ45,"Automotive & Tools",2019,SIDA,Rural,Medium,"Mega FC",0.073524776,2.99394135818275,2713.09966396938,4.5
Discounted,FDH22,Household,2019,SIDA,Rural,Medium,"Mega FC",0.13651285800000001,1.30561262201601,908.864909838255,4.5
Discounted,FDU22,Household,2019,SIDA,Rural,Medium,"Mega FC",0.09344160400000001,2.07190668308979,1430.9665654343398,4.5
Discounted,FDO57,Household,2019,SIDA,Rural,Medium,"Mega FC",0.10887917700000001,3.29745702033181,1183.05728553659,4.5
Discounted,FDQ21,Household,2019,SIDA,Rural,Medium,"Mega FC",0.01945343,1.92100669280781,1553.26249707272,4.5
Discounted,DRG37,"Smart Home",2019,SIDA,Rural,Medium,"Mega FC",0.019408560000000002,1.75327901945564,1786.1714203187098,4.5
Discounted,FDB11,Luggage,2019,SIDA,Rural,Medium,"Mega FC",0.060942632000000004,1.77039382477059,1082.96926246165,4.5
Non-Discounted,FDL14,"Books, Games & Toys",2019,SIDA,Rural,Medium,"Mega FC",0.032208865,0.87246301177086,342.53151939002,4.5
Non-Discounted,FDQ01,"Books, Games & Toys",2019,SIDA,Rural,Medium,"Mega FC",0.160951491,0.571037108479671,456.94252560654996,4.5
Non-Discounted,FDW26,Groceries,2019,SIDA,Rural,Medium,"Mega FC",0.10722363200000001,1.35702101288681,153.995375032561,4.5
Non-Discounted,FDI05,Apparel,2019,SIDA,Rural,Medium,"Mega FC",0.127066966,0.454323141984097,381.25772614608,4.5
Non-Discounted,FDE17,Apparel,2019,SIDA,Rural,Medium,"Mega FC",0.054540159000000005,0.20389023627926603,787.203298117767,4.5
Non-Discounted,FDT19,Electronics,2019,SIDA,Rural,Medium,"Mega FC",0.14526636,1.43383470195941,9457.25181072992,4.5
Non-Discounted,FDJ10,Household,2019,SIDA,Rural,Medium,"Mega FC",0.129705008,1.79225602283545,915.4344408468929,4.5
Discounted,DRH03,Groceries,2019,SIDA,Rural,Medium,"Mega FC",0.035118834,0.668189174002308,196.324826957224,4.5
Discounted,DRD15,Groceries,2018,DEL2,Rural,Small,"Specialized Storage",0.09944232900000001,1.72460921849668,115.918173763626,4.5
Discounted,FDY32,Electronics,2018,DEL2,Rural,Small,"Specialized Storage",0.226284381,1.47079224408377,13978.599439306701,4.5
Discounted,NCG43,"Beauty & Personal Care",2018,DEL2,Rural,Small,"Specialized Storage",0.12998368800000001,0.320344659976949,1637.30593843452,4.5
Discounted,NCO30,"Beauty & Personal Care",2018,DEL2,Rural,Small,"Specialized Storage",0.027532258,0.5219431867466651,1798.3204402710599,4.5
Discounted,NCQ06,"Beauty & Personal Care",2018,DEL2,Rural,Small,"Specialized Storage",0.073229342,0.32915557054285105,713.518847481719,4.5
Discounted,NCV06,"Beauty & Personal Care",2018,DEL2,Rural,Small,"Specialized Storage",0.116750407,0.0831777722511758,1654.01012959206,4.5
Discounted,NCZ54,"Beauty & Personal Care",2018,DEL2,Rural,Small,"Specialized Storage",0.14595153300000002,0.308293425838433,1472.4656670750398,4.5
Discounted,NCP50,Others,2018,DEL2,Rural,Small,"Specialized Storage",0.035997636,0.48914978994443303,457.38500142404797,4.5
Discounted,FDF46,Household,2018,DEL2,Rural,Small,"Specialized Storage",0.16400613700000002,2.30715503926372,938.151806808935,4.5
Discounted,SDD33,Household,2018,DEL2,Rural,Small,"Specialized Storage",0.04690397,3.15991967795284,1028.2094643364499,4.5
Discounted,FDS57,Household,2018,DEL2,Rural,Small,"Specialized Storage",0.18111405900000002,3.05462491784837,951.684148048297,4.5
Discounted,DRH01,"Smart Home",2018,DEL2,Rural,Small,"Specialized Storage",0.17141731600000001,0.136688461581079,1141.1399807993998,4.5
Non-Discounted,FDJ58,Household,2018,DEL2,Rural,Small,"Specialized Storage",0.184359831,1.79773034906075,949.05654553968,4.5
Non-Discounted,FDL57,Household,2018,DEL2,Rural,Small,"Specialized Storage",0.11744283800000001,3.14531188796783,709.131412563953,4.5
Non-Discounted,FDT09,Household,2018,DEL2,Rural,Small,"Specialized Storage",0.021471456,2.80428720589169,1175.37987042375,4.5
Non-Discounted,FDY33,Household,2018,DEL2,Rural,Small,"Specialized Storage",0.170186628,2.67919835581988,492.187995709943,4.5
Discounted,FDP09,Household,2018,DEL2,Rural,Small,"Specialized Storage",0.059336763,2.11136254305293,953.416115242497,4.5
Discounted,FDQ12,Fitness,2016,SGAA,Rural,Small,"Mega FC",0.035410748,2.82500298722141,944.3957421371849,4.5
Discounted,AMZ43,Electronics,2016,SGAA,Rural,Small,"Mega FC",0.08527498800000001,1.84549850077847,19285.7688266646,4.5
Discounted,FDS47,Watches,2016,SGAA,Rural,Small,"Mega FC",0.12888573,0.19933053642307702,2760.96001002925,4.5
Discounted,FDN01,"Pet Supplies",2016,SGAA,Rural,Small,"Mega FC",0.016486511000000002,1.62015749947001,933.254831548203,4.5
Discounted,DRG51,Groceries,2016,SGAA,Rural,Small,"Mega FC",0.011539622000000001,1.45328720996426,186.222472193784,4.5
Discounted,DRH03,Groceries,2016,SGAA,Rural,Small,"Mega FC",0.035064318000000004,1.37272338067449,123.434902722231,4.5
Discounted,FDB05,Apparel,2016,SGAA,Rural,Small,"Mega FC",0.08319834100000001,0.362582383865635,882.901942043209,4.5
Discounted,FDA16,Apparel,2016,SGAA,Rural,Small,"Mega FC",0.016486511000000002,0.692208697289148,408.229747109586,4.5
Discounted,FDD29,Apparel,2016,SGAA,Rural,Small,"Mega FC",0.018410515000000002,0.552805516253551,425.518495401751,4.5
Discounted,FDZ19,Electronics,2016,SGAA,Rural,Small,"Mega FC",0.09345489900000001,1.12187209086981,14751.5955857739,4.5
Discounted,FDY55,Electronics,2016,SGAA,Rural,Small,"Mega FC",0.016486511000000002,1.47122800789261,16139.698808234201,4.5
Discounted,NCU29,"Home Entertainment",2016,SGAA,Rural,Small,"Mega FC",0.025477448000000003,3.10687761759515,4783.73841255317,4.5
Discounted,NCW41,"Home Entertainment",2016,SGAA,Rural,Small,"Mega FC",0.015450376000000002,4.47703459733876,4943.02649548498,4.5
Discounted,NCY17,"Home Entertainment",2016,SGAA,Rural,Small,"Mega FC",0.163096139,2.63774770222651,2344.0185706288,4.5
Discounted,NCC19,"Beauty & Personal Care",2016,SGAA,Rural,Small,"Mega FC",0.09688057400000001,0.20141857752617,1181.11164246267,4.5
Discounted,NCJ43,"Beauty & Personal Care",2016,SGAA,Rural,Small,"Mega FC",0.027069402000000003,0.22195437940887702,1358.8930211411,4.5
Discounted,NCE19,"Beauty & Personal Care",2016,SGAA,Rural,Small,"Mega FC",0.09301462,0.0626829310553059,1805.5144294243798,4.5
Discounted,NCO18,"Beauty & Personal Care",2016,SGAA,Rural,Small,"Mega FC",0.024651269,0.470543681937502,1324.01324839479,4.5
Discounted,NCG43,"Beauty & Personal Care",2016,SGAA,Rural,Small,"Mega FC",0.016486511000000002,0.3708441522945,1164.4725326067298,4.5
Discounted,FDT03,"Large Appliances",2016,SGAA,Rural,Small,"Mega FC",0.009998763,26.5355997346922,23279.096349861702,4.5
Discounted,FDW33,Household,2016,SGAA,Rural,Small,"Mega FC",0.09912058800000001,0.9426389371824271,1303.8827531418099,4.5
Discounted,DRC12,"Smart Home",2016,SGAA,Rural,Small,"Mega FC",0.037826873000000004,0.44261363981670604,3022.2053289933697,4.5
Non-Discounted,FDL14,"Books, Games & Toys",2016,SGAA,Rural,Small,"Mega FC",0.032158866,1.19486557613035,451.892082342728,4.5
Non-Discounted,FDZ01,"Books, Games & Toys",2016,SGAA,Rural,Small,"Mega FC",0.009058845000000001,0.9804416768649651,545.81970939677,4.5
Non-Discounted,FDJ14,"Books, Games & Toys",2016,SGAA,Rural,Small,"Mega FC",0.050070476,0.8692023018707,305.269025064612,4.5
Non-Discounted,FDB04,Groceries,2016,SGAA,Rural,Small,"Mega FC",0.06322630600000001,1.04128188768984,116.979536193101,4.5
Non-Discounted,FDA08,Electronics,2016,SGAA,Rural,Small,"Mega FC",0.050085152,1.2459860021225,20907.0814013665,4.5
Discounted,AMZ55,Electronics,2016,SGAA,Rural,Small,"Mega FC",0.055205899999999995,1.9379859719948,10450.4011947612,4.5
Discounted,NCF55,"Beauty & Personal Care",2015,SATA,Suburban,Medium,"Mega FC",0.021710275,0.40812046005232006,1371.2440797773,4.5
Discounted,NCJ30,"Beauty & Personal Care",2020,AMD2,Suburban,Medium,"Mega FC",0.08109661300000001,0.16297500313938101,1055.76562948984,4.5
Discounted,SDD10,Household,2020,AMD2,Suburban,Medium,"Mega FC",0.010096684,2.00428797197204,1143.96251813483,4.5
Discounted,SDD48,Fitness,2015,SATA,Suburban,Medium,"Mega FC",0.131770922,4.33009868375404,924.1459393515,4.5
Discounted,FDL36,Fitness,2015,SATA,Suburban,Medium,"Mega FC",0.076229769,3.70480617048183,1105.0803098976498,4.5
Discounted,FDH27,Groceries,2015,SATA,Suburban,Medium,"Mega FC",0.058465268,1.12434815613299,106.927153995431,4.5
Discounted,FDI52,Apparel,2015,SATA,Suburban,Medium,"Mega FC",0.10489042800000001,0.5482586738600941,557.228271756883,4.5
Discounted,FDD45,Electronics,2015,SATA,Suburban,Medium,"Mega FC",0.11648472100000001,0.552642759971627,15987.603228588201,4.5
Discounted,NCS53,"Home Entertainment",2015,SATA,Suburban,Small,"Mega FC",0.08996026,2.75172022172079,4720.68599633154,4.5
Discounted,NCA41,"Home Entertainment",2015,SATA,Suburban,Small,"Mega FC",0.032652796000000005,2.14924455810157,5256.9427086411,4.5
Discounted,NCY17,"Home Entertainment",2015,SATA,Suburban,Small,"Mega FC",0.016486511000000002,3.09587297174356,4172.286244320389,4.5
Discounted,NCX17,"Home Entertainment",2015,SATA,Suburban,Small,"Mega FC",0.113833823,2.39705356384293,3615.211187209,4.5
Discounted,NCV54,"Beauty & Personal Care",2015,SATA,Suburban,Small,"Mega FC",0.033176087,0.376463813259164,814.900390354988,4.5
Discounted,NCQ06,"Beauty & Personal Care",2015,SATA,Suburban,Small,"Mega FC",0.041909345,0.593138441463477,1210.0924230768098,4.5
Discounted,BAS55,"Beauty & Personal Care",2015,SATA,Suburban,Small,"Mega FC",0.16098885000000002,0.24678319245565503,1000.7541048997599,4.5
Discounted,NCN54,"Beauty & Personal Care",2015,SATA,Suburban,Small,"Mega FC",0.021369722,0.327143722240325,821.495337479805,4.5
Discounted,DRE12,"Smart Home",2015,SATA,Suburban,Small,"Mega FC",0.016486511000000002,1.88833272927254,2528.78575788544,4.5
Discounted,SDD48,Fitness,2020,AMD2,Suburban,Small,"Mega FC",0.132248069,3.21527664941878,637.701886720092,4.5
Discounted,FDO12,Fitness,2020,AMD2,Suburban,Small,"Mega FC",0.055241242,5.31668426559397,647.611546824032,4.5
Discounted,FDS47,Watches,2020,AMD2,Suburban,Small,"Mega FC",0.12961476,0.350645234240382,6050.47741963719,4.5
Discounted,FDZ27,Groceries,2020,AMD2,Suburban,Small,"Mega FC",0.017253305,0.9982231826561131,168.428795559011,4.5
Discounted,DRE03,Groceries,2020,AMD2,Suburban,Small,"Mega FC",0.024363939,0.9928317786313551,106.469599468638,4.5
Discounted,FDB08,Electronics,2020,AMD2,Suburban,Small,"Mega FC",0.03127929,0.8494469187489391,3585.16087737986,4.5
Discounted,FDB44,Electronics,2020,AMD2,Suburban,Small,"Mega FC",0.016486511000000002,1.19856902753828,16457.2176424995,4.5
Discounted,FDE57,Electronics,2020,AMD2,Suburban,Small,"Mega FC",0.036490369,1.49334183582595,5239.33009697241,4.5
